1768540685.567578 server started (47022): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1768540685.567602 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1768540685.567610 using libevent 2.1.12-stable select
1768540685.567617 using utf8proc 2.11.2
1768540685.567622 using ncurses 6.5 20240427
1768540685.569680 yylex_token: %%
1768540685.569684 cmd_parse_build_commands 0:0: bind
1768540685.569687 cmd_parse_build_commands 0:1: -N
1768540685.569690 cmd_parse_build_commands 0:2: Rename current session
1768540685.569693 cmd_parse_build_commands 0:3: $
1768540685.569696 cmd_parse_build_commands 0:4 0:0: command-prompt
1768540685.569699 cmd_parse_build_commands 0:4 0:1: -I#S
1768540685.569702 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1768540685.569705 cmd_parse_build_commands 0:4 0:2 0:1: --
1768540685.569708 cmd_parse_build_commands 0:4 0:2 0:2: %%
1768540685.569712 cmd_parse_build_commands 0:0: command-prompt
1768540685.569715 cmd_parse_build_commands 0:1: -I#S
1768540685.569718 cmd_parse_build_commands 0:2 0:0: rename-session
1768540685.569721 cmd_parse_build_commands 0:2 0:1: --
1768540685.569724 cmd_parse_build_commands 0:2 0:2: %%
1768540685.569728 cmd_parse_build_commands 0:0: rename-session
1768540685.569731 cmd_parse_build_commands 0:1: --
1768540685.569733 cmd_parse_build_commands 0:2: %%
1768540685.569738 args_parse_flags: next --
1768540685.569741 args_parse: flags end at 2 of 3
1768540685.569744 args_parse: 2 = %% (type STRING)
1768540685.569749 cmd_parse_build_commands: rename-session "%%"
1768540685.569754 args_parse_flags: next -I#S
1768540685.569757 args_parse_flag_argument: -I = #S
1768540685.569760 args_parse: flags end at 2 of 3
1768540685.569764 args_parse: 2 = rename-session "%%" (type COMMANDS)
1768540685.569770 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1768540685.569773 args_parse_flags: next -N
1768540685.569777 args_parse_flag_argument: -N = Rename current session
1768540685.569780 args_parse_flags: next $
1768540685.569782 args_parse: flags end at 3 of 5
1768540685.569786 args_parse: 3 = $ (type STRING)
1768540685.569791 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1768540685.569800 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1768540685.569808 cmdq_get_command: [bind-key/0xa1ac30100] group 62
1768540685.569811 cmdq_append <global>: [bind-key/0xa1ac30100]
1768540685.569817 yylex_token: end at WS
1768540685.569819 yylex_token: bind
1768540685.569822 yylex_token: end at WS
1768540685.569825 yylex_token: -N
1768540685.569830 yylex_token: end at WS
1768540685.569833 yylex_token: Split window horizontally
1768540685.569836 yylex_get_word: %
1768540685.569840 yylex_token: end at WS
1768540685.569842 yylex_token: split-window
1768540685.569845 yylex_token: end at WS
1768540685.569848 yylex_token: -h
1768540685.569852 cmd_parse_build_commands 0:0: bind
1768540685.569855 cmd_parse_build_commands 0:1: -N
1768540685.569858 cmd_parse_build_commands 0:2: Split window horizontally
1768540685.569861 cmd_parse_build_commands 0:3: %
1768540685.569864 cmd_parse_build_commands 0:4 0:0: split-window
1768540685.569867 cmd_parse_build_commands 0:4 0:1: -h
1768540685.569871 cmd_parse_build_commands 0:0: split-window
1768540685.569874 cmd_parse_build_commands 0:1: -h
1768540685.569878 args_parse_flags: next -h
1768540685.569881 args_parse_flags: -h
1768540685.569885 args_parse: flags end at 2 of 2
1768540685.569889 cmd_parse_build_commands: split-window -h
1768540685.569892 args_parse_flags: next -N
1768540685.569895 args_parse_flag_argument: -N = Split window horizontally
1768540685.569898 args_parse_flags: next %
1768540685.569901 args_parse: flags end at 3 of 5
1768540685.569904 args_parse: 3 = % (type STRING)
1768540685.569908 args_parse: 4 = split-window -h (type COMMANDS)
1768540685.569915 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1768540685.569919 cmdq_get_command: [bind-key/0xa1ac30200] group 74
1768540685.569922 cmdq_append <global>: [bind-key/0xa1ac30200]
1768540685.569925 yylex_token: end at WS
1768540685.569928 yylex_token: bind
1768540685.569931 yylex_token: end at WS
1768540685.569934 yylex_token: -N
1768540685.569940 yylex_token: end at WS
1768540685.569944 yylex_token: Kill current window
1768540685.569946 yylex_token: end at WS
1768540685.569949 yylex_token: &
1768540685.569953 yylex_token: end at WS
1768540685.569956 yylex_token: confirm-before
1768540685.569960 yylex_token: end at WS
1768540685.569963 yylex_token: -pkill-window #W? (y/n)
1768540685.569966 yylex_token: end at WS
1768540685.569969 yylex_token: kill-window
1768540685.569973 cmd_parse_build_commands 0:0: bind
1768540685.569976 cmd_parse_build_commands 0:1: -N
1768540685.569979 cmd_parse_build_commands 0:2: Kill current window
1768540685.569982 cmd_parse_build_commands 0:3: &
1768540685.569985 cmd_parse_build_commands 0:4 0:0: confirm-before
1768540685.569988 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1768540685.569991 cmd_parse_build_commands 0:4 0:2: kill-window
1768540685.569995 cmd_parse_build_commands 0:0: confirm-before
1768540685.569998 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1768540685.570001 cmd_parse_build_commands 0:2: kill-window
1768540685.570005 args_parse_flags: next -pkill-window #W? (y/n)
1768540685.570008 args_parse_flag_argument: -p = kill-window #W? (y/n)
1768540685.570011 args_parse_flags: next kill-window
1768540685.570014 args_parse: flags end at 2 of 3
1768540685.570017 args_parse: 2 = kill-window (type STRING)
1768540685.570025 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1768540685.570029 args_parse_flags: next -N
1768540685.570032 args_parse_flag_argument: -N = Kill current window
1768540685.570035 args_parse_flags: next &
1768540685.570038 args_parse: flags end at 3 of 5
1768540685.570041 args_parse: 3 = & (type STRING)
1768540685.570047 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1768540685.570055 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1768540685.570061 cmdq_get_command: [bind-key/0xa1ac30300] group 82
1768540685.570064 cmdq_append <global>: [bind-key/0xa1ac30300]
1768540685.570073 yylex_token: end at WS
1768540685.570076 yylex_token: bind
1768540685.570079 yylex_token: end at WS
1768540685.570082 yylex_token: -N
1768540685.570087 yylex_token: end at WS
1768540685.570090 yylex_token: Prompt for window index to select
1768540685.570093 yylex_token: end at WS
1768540685.570096 yylex_token: '
1768540685.570100 yylex_token: end at WS
1768540685.570102 yylex_token: command-prompt
1768540685.570105 yylex_token: end at WS
1768540685.570109 yylex_token: -T
1768540685.570112 yylex_token: end at WS
1768540685.570115 yylex_token: window-target
1768540685.570118 yylex_token: end at WS
1768540685.570121 yylex_token: -pindex
1768540685.570125 yylex_token: end at WS
1768540685.570129 yylex_token: select-window
1768540685.570133 yylex_token: end at WS
1768540685.570135 yylex_token: -t
1768540685.570141 yylex_token: end at WS
1768540685.570144 yylex_token: :%%
1768540685.570148 cmd_parse_build_commands 0:0: bind
1768540685.570152 cmd_parse_build_commands 0:1: -N
1768540685.570155 cmd_parse_build_commands 0:2: Prompt for window index to select
1768540685.570157 cmd_parse_build_commands 0:3: '
1768540685.570160 cmd_parse_build_commands 0:4 0:0: command-prompt
1768540685.570163 cmd_parse_build_commands 0:4 0:1: -T
1768540685.570166 cmd_parse_build_commands 0:4 0:2: window-target
1768540685.570169 cmd_parse_build_commands 0:4 0:3: -pindex
1768540685.570172 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1768540685.570174 cmd_parse_build_commands 0:4 0:4 0:1: -t
1768540685.570177 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1768540685.570181 cmd_parse_build_commands 0:0: command-prompt
1768540685.570183 cmd_parse_build_commands 0:1: -T
1768540685.570186 cmd_parse_build_commands 0:2: window-target
1768540685.570189 cmd_parse_build_commands 0:3: -pindex
1768540685.570192 cmd_parse_build_commands 0:4 0:0: select-window
1768540685.570195 cmd_parse_build_commands 0:4 0:1: -t
1768540685.570197 cmd_parse_build_commands 0:4 0:2: :%%
1768540685.570201 cmd_parse_build_commands 0:0: select-window
1768540685.570203 cmd_parse_build_commands 0:1: -t
1768540685.570206 cmd_parse_build_commands 0:2: :%%
1768540685.570210 args_parse_flags: next -t
1768540685.570213 args_parse_flag_argument: -t = :%%
1768540685.570216 args_parse: flags end at 3 of 3
1768540685.570220 cmd_parse_build_commands: select-window -t ":%%"
1768540685.570223 args_parse_flags: next -T
1768540685.570226 args_parse_flag_argument: -T = window-target
1768540685.570229 args_parse_flags: next -pindex
1768540685.570232 args_parse_flag_argument: -p = index
1768540685.570235 args_parse: flags end at 4 of 5
1768540685.570239 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1768540685.570249 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1768540685.570252 args_parse_flags: next -N
1768540685.570255 args_parse_flag_argument: -N = Prompt for window index to select
1768540685.570258 args_parse_flags: next '
1768540685.570261 args_parse: flags end at 3 of 5
1768540685.570264 args_parse: 3 = ' (type STRING)
1768540685.570270 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1768540685.570281 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1768540685.570285 cmdq_get_command: [bind-key/0xa1ac30400] group 90
1768540685.570288 cmdq_append <global>: [bind-key/0xa1ac30400]
1768540685.570291 yylex_token: end at WS
1768540685.570293 yylex_token: bind
1768540685.570296 yylex_token: end at WS
1768540685.570299 yylex_token: -N
1768540685.570303 yylex_token: end at WS
1768540685.570306 yylex_token: Switch to previous client
1768540685.570308 yylex_token: end at WS
1768540685.570311 yylex_token: (
1768540685.570314 yylex_token: end at WS
1768540685.570317 yylex_token: switch-client
1768540685.570320 yylex_token: end at WS
1768540685.570322 yylex_token: -p
1768540685.570326 cmd_parse_build_commands 0:0: bind
1768540685.570328 cmd_parse_build_commands 0:1: -N
1768540685.570334 cmd_parse_build_commands 0:2: Switch to previous client
1768540685.570337 cmd_parse_build_commands 0:3: (
1768540685.570340 cmd_parse_build_commands 0:4 0:0: switch-client
1768540685.570343 cmd_parse_build_commands 0:4 0:1: -p
1768540685.570347 cmd_parse_build_commands 0:0: switch-client
1768540685.570349 cmd_parse_build_commands 0:1: -p
1768540685.570353 args_parse_flags: next -p
1768540685.570356 args_parse_flags: -p
1768540685.570359 args_parse: flags end at 2 of 2
1768540685.570363 cmd_parse_build_commands: switch-client -p
1768540685.570365 args_parse_flags: next -N
1768540685.570368 args_parse_flag_argument: -N = Switch to previous client
1768540685.570371 args_parse_flags: next (
1768540685.570374 args_parse: flags end at 3 of 5
1768540685.570376 args_parse: 3 = ( (type STRING)
1768540685.570380 args_parse: 4 = switch-client -p (type COMMANDS)
1768540685.570387 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1768540685.570391 cmdq_get_command: [bind-key/0xa1ac30500] group 102
1768540685.570393 cmdq_append <global>: [bind-key/0xa1ac30500]
1768540685.570396 yylex_token: end at WS
1768540685.570399 yylex_token: bind
1768540685.570402 yylex_token: end at WS
1768540685.570404 yylex_token: -N
1768540685.570408 yylex_token: end at WS
1768540685.570411 yylex_token: Switch to next client
1768540685.570414 yylex_token: end at WS
1768540685.570416 yylex_token: )
1768540685.570420 yylex_token: end at WS
1768540685.570422 yylex_token: switch-client
1768540685.570425 yylex_token: end at WS
1768540685.570428 yylex_token: -n
1768540685.570431 cmd_parse_build_commands 0:0: bind
1768540685.570438 cmd_parse_build_commands 0:1: -N
1768540685.570444 cmd_parse_build_commands 0:2: Switch to next client
1768540685.570450 cmd_parse_build_commands 0:3: )
1768540685.570457 cmd_parse_build_commands 0:4 0:0: switch-client
1768540685.570463 cmd_parse_build_commands 0:4 0:1: -n
1768540685.570470 cmd_parse_build_commands 0:0: switch-client
1768540685.570477 cmd_parse_build_commands 0:1: -n
1768540685.570485 args_parse_flags: next -n
1768540685.570491 args_parse_flags: -n
1768540685.570498 args_parse: flags end at 2 of 2
1768540685.570506 cmd_parse_build_commands: switch-client -n
1768540685.570512 args_parse_flags: next -N
1768540685.570519 args_parse_flag_argument: -N = Switch to next client
1768540685.570525 args_parse_flags: next )
1768540685.570531 args_parse: flags end at 3 of 5
1768540685.570537 args_parse: 3 = ) (type STRING)
1768540685.570545 args_parse: 4 = switch-client -n (type COMMANDS)
1768540685.570559 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1768540685.570567 cmdq_get_command: [bind-key/0xa1ac30600] group 110
1768540685.570573 cmdq_append <global>: [bind-key/0xa1ac30600]
1768540685.570580 yylex_token: end at WS
1768540685.570586 yylex_token: bind
1768540685.570592 yylex_token: end at WS
1768540685.570598 yylex_token: -N
1768540685.570607 yylex_token: end at WS
1768540685.570613 yylex_token: Rename current window
1768540685.570619 yylex_token: end at WS
1768540685.570625 yylex_token: ,
1768540685.570633 yylex_token: end at WS
1768540685.570639 yylex_token: command-prompt
1768540685.570645 yylex_token: end at WS
1768540685.570651 yylex_token: -I#W
1768540685.570659 yylex_token: end at WS
1768540685.570665 yylex_token: rename-window
1768540685.570671 yylex_token: end at WS
1768540685.570677 yylex_token: --
1768540685.570683 yylex_token: end at WS
1768540685.570689 yylex_token: %%
1768540685.570696 cmd_parse_build_commands 0:0: bind
1768540685.570703 cmd_parse_build_commands 0:1: -N
1768540685.570709 cmd_parse_build_commands 0:2: Rename current window
1768540685.570715 cmd_parse_build_commands 0:3: ,
1768540685.570722 cmd_parse_build_commands 0:4 0:0: command-prompt
1768540685.570728 cmd_parse_build_commands 0:4 0:1: -I#W
1768540685.570735 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1768540685.570741 cmd_parse_build_commands 0:4 0:2 0:1: --
1768540685.570747 cmd_parse_build_commands 0:4 0:2 0:2: %%
1768540685.570755 cmd_parse_build_commands 0:0: command-prompt
1768540685.570768 cmd_parse_build_commands 0:1: -I#W
1768540685.570775 cmd_parse_build_commands 0:2 0:0: rename-window
1768540685.570781 cmd_parse_build_commands 0:2 0:1: --
1768540685.570787 cmd_parse_build_commands 0:2 0:2: %%
1768540685.570795 cmd_parse_build_commands 0:0: rename-window
1768540685.570801 cmd_parse_build_commands 0:1: --
1768540685.570807 cmd_parse_build_commands 0:2: %%
1768540685.570815 args_parse_flags: next --
1768540685.570822 args_parse: flags end at 2 of 3
1768540685.570828 args_parse: 2 = %% (type STRING)
1768540685.570837 cmd_parse_build_commands: rename-window "%%"
1768540685.570843 args_parse_flags: next -I#W
1768540685.570850 args_parse_flag_argument: -I = #W
1768540685.570856 args_parse: flags end at 2 of 3
1768540685.570864 args_parse: 2 = rename-window "%%" (type COMMANDS)
1768540685.570877 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1768540685.570884 args_parse_flags: next -N
1768540685.570890 args_parse_flag_argument: -N = Rename current window
1768540685.570896 args_parse_flags: next ,
1768540685.570902 args_parse: flags end at 3 of 5
1768540685.570909 args_parse: 3 = , (type STRING)
1768540685.570920 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1768540685.570938 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1768540685.570947 cmdq_get_command: [bind-key/0xa1ac30700] group 118
1768540685.570953 cmdq_append <global>: [bind-key/0xa1ac30700]
1768540685.570960 yylex_token: end at WS
1768540685.570973 yylex_token: bind
1768540685.570980 yylex_token: end at WS
1768540685.570986 yylex_token: -N
1768540685.570996 yylex_token: end at WS
1768540685.571003 yylex_token: Delete the most recent paste buffer
1768540685.571009 yylex_token: end at WS
1768540685.571016 yylex_token: -
1768540685.571024 yylex_token: end at WS
1768540685.571031 yylex_token: delete-buffer
1768540685.571036 cmd_parse_build_commands 0:0: bind
1768540685.571039 cmd_parse_build_commands 0:1: -N
1768540685.571042 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1768540685.571045 cmd_parse_build_commands 0:3: -
1768540685.571049 cmd_parse_build_commands 0:4 0:0: delete-buffer
1768540685.571053 cmd_parse_build_commands 0:0: delete-buffer
1768540685.571056 args_parse: flags end at 1 of 1
1768540685.571060 cmd_parse_build_commands: delete-buffer
1768540685.571063 args_parse_flags: next -N
1768540685.571066 args_parse_flag_argument: -N = Delete the most recent paste buffer
1768540685.571069 args_parse_flags: next -
1768540685.571072 args_parse: flags end at 3 of 5
1768540685.571075 args_parse: 3 = - (type STRING)
1768540685.571078 args_parse: 4 = delete-buffer (type COMMANDS)
1768540685.571085 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1768540685.571089 cmdq_get_command: [bind-key/0xa1ac30800] group 130
1768540685.571092 cmdq_append <global>: [bind-key/0xa1ac30800]
1768540685.571096 yylex_token: end at WS
1768540685.571098 yylex_token: bind
1768540685.571101 yylex_token: end at WS
1768540685.571104 yylex_token: -N
1768540685.571108 yylex_token: end at WS
1768540685.571111 yylex_token: Move the current window
1768540685.571114 yylex_token: end at WS
1768540685.571117 yylex_token: .
1768540685.571121 yylex_token: end at WS
1768540685.571124 yylex_token: command-prompt
1768540685.571127 yylex_token: end at WS
1768540685.571130 yylex_token: -T
1768540685.571133 yylex_token: end at WS
1768540685.571136 yylex_token: target
1768540685.571139 yylex_token: end at WS
1768540685.571142 yylex_token: move-window
1768540685.571145 yylex_token: end at WS
1768540685.571148 yylex_token: -t
1768540685.571151 yylex_token: end at WS
1768540685.571154 yylex_token: %%
1768540685.571158 cmd_parse_build_commands 0:0: bind
1768540685.571161 cmd_parse_build_commands 0:1: -N
1768540685.571164 cmd_parse_build_commands 0:2: Move the current window
1768540685.571167 cmd_parse_build_commands 0:3: .
1768540685.571170 cmd_parse_build_commands 0:4 0:0: command-prompt
1768540685.571177 cmd_parse_build_commands 0:4 0:1: -T
1768540685.571180 cmd_parse_build_commands 0:4 0:2: target
1768540685.571183 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1768540685.571187 cmd_parse_build_commands 0:4 0:3 0:1: -t
